previous_context,student_utterance,turn,subsequent_context,Offering Math Help,Successful Uptake
"(2) [S] Get three purples.
(2) [S] It doesn’t work, try the greens
(3) [S] What was it?
(3) [S] Two thirds?
(4) [S] It would be like brown or something like that.
(5) [S] Ok
(6) [S] We’re not doing the one third, we’re doing two thirds.",That is one  third,6.0,"(7) [S] First we’ve got to find out what a third of it is.
(7) [S] What’s a third of an  orange?
(8) [S] One third?
(9) [S] What’s third of an orange?
(9) [S] Let’s start a different model.
(9) [S] The green.
(9) [S] The green, half of it is the  light green",0,1
"(138) [T] Okay.
(138) [T] , what do you think?
(139) [S] I agree.
(140) [T] Okay, I'll put a check mark next to that one.
(140) [T] Any other thoughts.
(141) [S] Agree.
(142) [T] Brennan, what do you think?","I'm not completely sure yet, but it might be one and 1/3.",143,"(144) [T] I love that you are so brave.
(144) [T] One and 1/3.
(144) [T] Cool.
(144) [T] Rylan, what do you think?
(145) [S] 3/4.
(146) [T] 3/4?
(146) [T] One and 3/4, or just 3/4?",0,0
"(12) [S] So I did my number model and I wasn't sure what type of model I was going to do, so I did this first, so I can get my answer and know that I could do my model and get the right answer, so I do my two and 1/8 and I subtracted my one and 5/8, I subtracted by four then five.
(13) [T] Do you think it might be able to  with colors?
(13) [T] Maybe a couple of different colors, maybe have a couple of different colors  your model.
(13) [T] I want you to stand up if you did something similar to Sebastian and Sebastian, can you explain what you did here, with the you took one  9/8.
(14) [S] Because I know that, I can subtract 1/8 minus 5/8, so I took one over here then made it eight eights, and the , because I can subtract the 5/8.
(15) [T] Sebastian, right here.
(15) [T] All right, Owen, can you come up and share and I want you to compare what you did compared to Sebastian.","I did the same thing with Sebastian, I took away one of them to make 2/8 because  subtract 1/8 from 5/8.",16,"(16) [S] This is the blue backpack, there's one pound, two pounds, and one eight minus one pound and five eights and then .
(17) [T] And he even had a little blue backpack is greater than the black backpack.
(17) [T] Let's give them a power clap.
(17) [T] One, two, three, clap.
(17) [T] I'm going to have you  and what we're going to be doing, is there anyone who looked at it, you didn't know what to do at first.
(17) [T] , you had a different answer than your partner but you learned something.
(17) [T] be willing to share what they had at first and how you actually revised your thinking.",1,1
"(206) [T] In the first two cases I had...
(207) [T] twice the same bracket as factors.
(207) [T] And now I have two brackets.
(207) [T] All right... let's think about this- rule here.
(208) [T] One of them is zero, or the other, thus X minus 14 must be zero, or- second variant- Benjamin.
(209) [S] X plus 14 has to be zero.
(210) [T] X plus 14 has to be zero, and that will give us for X the two solutions...",Fourteen or minus 14.,211,"(212) [T] Fourteen or X equals minus 14.
(213) [T] Hansueli asked a question: can one write it down as a solution set, and if so, how.
(213) [T] Barbara?
(214) [S] Well, eh, solution set equals, ehm, minus 14, and then well- ehm- yes...
(215) [T] Semi- semicolon.
(216) [S] Yes, semicolon and then 14.
(217) [T] And 14.",0,1
"(109) [T] You can also if you like to go longer distances, you can run the mile if you would like to try hurdles for the first time you can do that.
(109) [T] There's also something called the long jump where you can run and then you jump into sand to see how far you can jump.
(109) [T] Do we have, I'm not sure?
(109) [T] Do we have discus?
(109) [T] We have discus?
(109) [T] What is discus?
(109) [T] What is that?",It's a really big heavy  You like hold it  You have to-- it's a little circle that  and you spin around and then you stop.,110,"(110) [S] You have to throw it as far as you can.
(110) [S] I did it last weekend and I was
(111) [T] Wow, I hope you're going to  that's very .
(111) [T] Cal what's the  discus, or was she Shot Put?
(112) [S] Shot Put.
(113) [T] Shot Put is another one.
(113) [T] You have this ball and you have to do like this hole.",0,0
"(26) [T] Your name again… that's right, Charlotte.
(27) [S] Um, it's basically like the first problem, he thought it was 9 cups of each, so then it said 2 cups of chocolate, so, basically he multiplied 1 cup and then he uses 9 cups for cream and then 2 cups of the 9 cups of chocolate.
(28) [T] Right, okay.
(28) [T] All right, thank you, Charlotte.
(28) [T] And I see, I know it begins with an A, Ashank.
(29) [S] Whoever did the problem, they could have like, um, they could have just added the 2 chocolate, the 2 cups of chocolate and the 1 cup of cream, which would have equaled 3, and then divided it by 9, which would, which would actually, for every, you would get like 3, since 3 * 3 is 9, you'd get 3, um, 3's, and for every 3 there'd be, like, 2 cups of chocolate and there'd be 1 cup of cream, which would have, eventually, if you'd have added up all the 2's, you would have gotten (inaudible) cups of chocolate.
(30) [T] Okay… he would have gotten what?",the cups of chocolate.,31,"(32) [T] The cups of chocolate.
(32) [T] Okay.
(32) [T] I'm not sure, I understood you were saying if you added up the 1 cup of cream and 2 cups of chocolate…
(33) [S] Yes, which would have equaled 3.
(34) [T] So this here (circling boxes) would have been 3 cups?
(35) [S] Yes.
(36) [T] Okay.",1,0
"(544) [S] Yeah
(545) [T] So tell me what you did in the hall?
(545) [T] You had nine meters of  ribbon.
(546) [S] Umm, and we measured it out, and um,
(547) [T] So what did you do out in the hall we couldn't see you  [Erin laughs] What were you doing out there?
(548) [S] Well, um,
(550) [T] So what's the question you measured out nine meters out  there, and you're making bows, how long were the bows?",One third.,551,"(552) [T] One third.
(552) [T] Did you have one third meter string?
(553) [S] Yeah.
(554) [T] And how many of those one thirds?
(555) [S] Twenty-seven
(556) [T] There were twenty-seven of them.
(556) [T] You measured it out,  that's really neat.",0,0
"(nan) [T] Okay, hum, let’s get the paper passed out and let’s try that. 
(nan) [S] That’s not true.
(nan) [S] Yes it is. 
(nan) [S] Six times six is thirty-six minus five times six is thirty.
(nan) [S] No, it’s impossible that’s wrong.
(nan) [S] Yeah that’s right. 
(nan) [S] That’s one of the ways.",I told you.,,"(nan) [S] Oh shut up.
(nan) [S] It doesn’t work.
(nan) [S] Why don’t you pass the paper down?
(nan) [T] So what do we know about six? 
(nan) [T] I want to keep track of the numbers that don’t work and I want to keep track of the numbers that do.
(nan) [T] Which list does six go in? 
(nan) [T] Does work or doesn’t work?",0,1
"(142) [S] Dude, I got sick during graduation, literally before graduation.
(143) [S] What did you guys get to do for graduation?
(144) [S] We sang songs, and I was in the very front row, very awkwardly.
(145) [S] We got to run around the school.
(146) [T] Crew, you're killing it today.
(147) [S] We're beating them, and they have more credit.
(148) [S] did something wrong.",Everybody needs to get something wrong,148,"(149) [T] Or everyone can get something right, right?
(150) [S] Then everyone gets a win, that's just a communism.
(151) [S] That's what boosts are for.
(151) [S] Guys, we're beating you with boosts, and you have more players.
(152) [T] Running relays is a very fun track event.
(152) [T] To train, Liam, Sebby, Addie and Audrey, evenly split up a 1 3/8 mile loop.
(152) [T] How far does each person run?",0,1
"(26) [T] Why is it wrong?
(27) [S] 8x4 is actually 32.
(28) [T] Mm-hmm .
(28) [T] He actually did 8 plus 4.
(28) [T] So he's right in his math there.
(28) [T] Julia what do you think?
(29) [S] He didn't really have to do that because  it's telling you it's groups of flowers.",It's three multiple of four.,29,"(30) [T] Carrie?
(31) [S] I think  bottom one's a little bit off because they didn't really have those numbers on he paper so  I don't think you should use multiple.
(32) [T] Chloe?
(33) [T] So David, this is 100% correct, because I have three groups of four.
(33) [T] I think here, you were just looking at another way to make 12.
(33) [T] And it works, it makes 12, and if we did these two groups plus this group, 8+4.
(33) [T] But if we were  trying to solve this problem, this is really the equation that we would be looking for.",1,1
"(nan) [S] I tried it already.
(nan) [T] We need a discussion on ethics and morality. 
(nan) [T] Suppose somebody discovered a really neat secret way of doing this, should they tell or should they keep it a secret?
(nan) [S] I’ll keep it a secret.
(nan) [S] I’d tell.
(nan) [S] Actually, I would tell because then I would get the recognition for everyone would know I solved it because I am very smart.
(nan) [S] You’d get your name in the history.","Yeah, we can’t invent nothing.",,"(nan) [S] Jeff.
(nan) [S] Yeah, he knows the secret.
(nan) [S] You know what Mike. 
(nan) [S] I’m gonna name my invention [inaudible]. 
(nan) [S] My invention is the self dreading.
(nan) [T] Okay, now, uh, did we get any numbers for number eight yet?
(nan) [S] Yeah.",0,0
"(108) [T] We know that if we write 1/3 like this, this is equivalent to one divided by three.
(108) [T] We have one divided by three.
(108) [T] Emmy, how many times does three fit into one?
(109) [S] Zero.
(110) [T] Zero.
(110) [T] Let's put our decimal here.
(110) [T] Decimal, decimals, how many times does 3 fit into 10?",Three.,111,"(112) [T] Three, which is nine, so we'd have one leftover.
(112) [T] How many times does 3 fit into 10?
(112) [T] Why are you smiling?
(113) [S] .
(114) [T] It is 0.3 repeating.
(114) [T] I could just see something, just like you figured something out.
(114) [T] Will you go take care of this, please?",0,0
"(9) [T] The red would be one and one fourth.
(9) [T] How many of you  agree with that?
(9) [T] [No hands are raised.]
(9) [T] Ok, you’re not having  people agree with that, so you are going to have to convince  them, Sarah and Audra.
(9) [T] What would you do to convince the  class that it would have the number name one and one  fourth?
(9) [T] But before we ask you to convince them, I’m curious  about the other.
(9) [T] If you call the yellow and green together  one, what did you call the red rod?",One fourth.,10,"(11) [T] How many of you agree with that?
(11) [T] So we have some people  agreeing with that.
(11) [T] So you’re going to have to convince  them.
(11) [T] They agree with your second solution, but not your  first [one].
(11) [T] So let’s hear the arguments.
(11) [T] Okay, you’re all  listening?
(11) [T] Because if you don’t agree with the arguments that  Audra and Sarah are going to give you, you have to come up  with a different argument.",0,0
"(1184) [T] Did it for us, okay?
(1185) [S] Did you find eight?
(1185) [S] Good.
(1186) [S] Uhm.
(1186) [S] I don't understand.
(1187) [S] Teacher, there is no time left.
(1188) [T] Huh?",Time.,1189,"(1190) [T] There isn't time?
(1190) [T] That's true, huh?
(1190) [T] Now then... well, okay?
(1191) [T] For the convenience of explanation we will put in symbols.
(1192) [T] There were some who were doing it already labeled them, but okay?
(1192) [T] We will make them A, B, C, D, okay?
(1193) [T] And right now in the beginning we draw a diagonal line through A to C and draw a diagonal line from A to C and we will make a triangl- we were able to make two, right?",0,1
"(62) [T] Regular chairs for both of you.
(62) [T] If you need one, use the one that's at the table.
(62) [T] I also need you to be prepared to do math.
(62) [T] Link, you don't have a math journal out.
(62) [T] You cannot be doing the math without your math journal.
(62) [T] So, basically, you're just having some free time over here right now.
(62) [T] Miller, what do you think about Charlie's answer?","I disagree, because it's a ray over a half and it added like a two, basically, because three is bigger than one fourth so I added that.",63,"(63) [S] Not really, I just...
(63) [S] In my head.
(64) [T] Okay.
(64) [T] So, , what you're saying is you already started at one and three fourths, which is right here.
(64) [T] Then you're adding one third, and one third is going to get you probably...
(64) [T] It's bigger than fourth.
(64) [T] One third is bigger than a fourth, so it's going to get you past the two.",1,1
"(16) [S] Because if you're looking, it's confusing, 3 Valeries and then 1.
(17) [T] Okay, so it's easier to see the 3 Valeries and the Cindy, is that what you were saying?
(17) [T] And… let me get your name… Ashank, nice and loud.
(18) [S] I think that it would be also a good thing.
(18) [S] Because your brain, in the first one your brain is, it's like very complicated to calculate, like, all the candies and the things that Valerie will eat, and Cindy.
(18) [S] But in the second, it's easy to calculate.
(19) [T] Okay, so you think this one is a little harder to interpret?",Yeah.,20,"(21) [T] Okay.
(21) [T] What did you want to add, Saurabh?
(22) [S] I think the first one would be easier because, because, when you put the… it will be easier for people to understand, because you can just draw the figure, and put Vs in the ones that Valerie eats, and then C in the ones Cindy eats.
(22) [S] So then you can go in a kind of pattern, 3 for Valerie, 1 for Cindy.
(22) [S] Then 3 more for Valerie, 1 for Cindy.
(22) [S] 3 more for Valerie, 1 for Cindy.
(23) [T] You see that in this one more than you see it in this one, 3 for Valerie, and 1 for Cindy.",0,1
"(72) [T] I keep seeing the same hands up.
(72) [T] Ashley, why do you think it's a complete sentence?
(73) [S] I think it's a complete sentence because you put a number which is incorrect.
(73) [S] So an incorrect answer--
(74) [T] If I hear you right, what you're saying is, it's a complete sentence, it's just an incorrect complete sentence?
(75) [S] What?
(76) [T] Blake, read me that sentence out loud, please.",I flew like a fish.,77,"(78) [T] I flew like a fish.
(78) [T] I flew like a fish.
(78) [T] Stop.
(78) [T] Is that a complete sentence?
(79) [S] Yes.
(80) [T] Is it a good sentence?
(81) [S] No.",0,0
"(264) [S] It’s squared.
(265) [S] Hold on, what I mean is like length.
(265) [S] We have length times  number of faces.
(265) [S] Number of faces is 10.
(265) [S] And then that’s 30  and this is just supposed to be 8.
(265) [S] So it’d be just on this side.
(266) [S] I found… Uh oh.",I can’t do this.,266.0,"(266) [S] [making tower]
(267) [S] What is that?
(268) [S] I’m going to try something else.
(268) [S] Four, four, four.
(268) [S] 6, 6.
(268) [S] Which is the length and which is the width?
(268) [S] 45:18 Romina Length.",0,0
"(181) [S] .
(182) [T] Right.
(182) [T] So, Carrie, took something she knew, right?
(182) [T] We just did five times seven, that was 35.
(182) [T] So I added one more group of five, that gives me 40.
(183) [S] 40
(184) [T] How are we feeling?",Good.,185,"(186) [T] Good.
(186) [T] Okay.
(186) [T] So you're going to have one more that looks exactly like that.
(186) [T] And then...
(187) [S] .
(188) [T] Yeah.
(188) [T] You're going to do this.",0,0
"(374) [S] Wait.
(374) [S] Where did I just go to?
(375) [S] Yeah.
(376) [S] Wait.
(377) [S] You're just going back.
(377) [S] You're just following the lines.
(377) [S] It's .",All right.,378,"(378) [S] Okay.
(379) [S] Okay.
(380) [S] Okay.
(380) [S] Now, I've got to make it back to... Oh, I made one cover.
(380) [S] Eight, two, eight, two...
(381) [S] This looks cool.
(382) [S] Yeah.",0,0
"(252) [T] I'm going to do-- Missy, is that what I'm going to do?
(253) [S] Yes.
(254) [T] Okay.
(254) [T] Write down the answers that you came up with for fractions in fraction form for B on your paper.
(254) [T] Write them on your paper.
(254) [T] Please move your paper so only you can see it.
(254) [T] Hold your paper up until everyone is done.",With the denominator of 12.,255,"(256) [S] Before we came, I would write the fraction by their names.
(257) [S] How?
(258) [S] Oh, because your number is 6 of--
(259) [S] Yes, fraction names from one.
(259) [S] It would have to be 3/3 because we have to make the denominator .
(260) [T] Everybody got it?
(261) [S] 4x3=12 and 3x3=9 .",1,0
"(40) [S] The body?
(41) [T] The body, but what would you call that?
(41) [T] So if you followed your arrows and you did 200 times five, which is what... Or 200 times 40, what you're going to start with, what would 240 be called?
(41) [T] When you write them down?
(41) [T] What are those?
(41) [T] Jairo?
(41) [T] What are they?",A factor.,42,"(43) [T] A factor or two factors?
(44) [S] Two.
(45) [T] Good.
(45) [T] So you're going to write the factors.
(45) [T] So go ahead and start off.
(45) [T] Keep going.
(45) [T] Tell us what you're doing though.",0,0
"(49) [T] So, we already answered that.
(49) [T] We're just making sense of this picture, and why would they use ... Why would they have this three-fourths here for?
(50) [S] It says the whole casserole, which means all of it.
(50) [S] So, this is the instruction, that's the whole casserole.
(50) [S] Then you find out how much that group B took out of that
(51) [T] Okay.
(51) [T] So, how much group B took.","So, they did take these three, but the only problem is their denominator right there.",52,"(53) [T] Okay.
(54) [S] That's what we're trying to understand.
(55) [T] Okay.
(55) [T] .
(55) [T] Okay, go ahead and sit down.
(55) [T] Okay, so these guys think .
(55) [T] Does anybody not think ?",1,1
"(468) [T] What exactly was your end result?
(468) [T] He gave us exact.
(468) [T] So your first answer has to include the end coordinates because that's the rule.
(468) [T] I, as the person doing it, know I need to double and triple.
(468) [T] But my end result has to get me to what size?
(468) [T] Okay?
(468) [T] Go ahead, continue, because you'll go back and add what you're missed.","And for the second one, I wrote, ""It would look like a book but much, much bigger, wider and longer.""",469,"(470) [T] Okay.
(470) [T] Much, much bigger.
(470) [T] What's it going to be?
(471) [S] It's going to be wider and longer.
(472) [T] Taller and wider.
(472) [T] Wider and longer are the same thing.
(472) [T] Taller and wider.",0,0
"(19) [T] And tell us where you made your mistake.
(20) [S] Okay, so I, I got 120.
(20) [S] So what I did was I did it like so I did, I found I knew that.
(20) [S] Seven times one gets that close to eight.
(20) [S] So I wrote seven right here.
(20) [S] And I minus it and I got and I got one.
(20) [S] So then I added the three and I got 13.",So then I said then I figured out if seven times something equals 13.,20,"(20) [S] But I think I'm at one over maybe.
(20) [S] So I did two instead of a one.
(20) [S] Cuz four.
(20) [S] I was doing it.
(20) [S] I did it two above so I put the two up there.
(20) [S] And then I did I wrote fourteen two here and got zero.
(20) [S] So I went up by one.",0,0
"(187) [S] we have 10 minus four and two-thirds equal to four.
(188) [S] Because we minus .
(189) [T] What's 10 minus five?
(190) [S] .
(191) [S] That would be our answer.
(192) [S] .
(193) [T] Okay you have to do a whole step before you ever get to that point.",No I add to the four.,194,"(195) [T] No, what's the first thing I need to do here looking at this problem?
(195) [T] I have three and one-third minus one and one-half.
(195) [T] I have to convert it to a common denominator.
(195) [T] You're not showing me your work though.
(195) [T] Six and six, what times three equals six?
(196) [T] One times two is?
(196) [T] Two times what equals six?",0,1
"(379) [T] Don't let them go by so easily.
(379) [T] This  could be pressure here.
(380) [S] See, look it's because, say you add a red or a blue, you can  add a red or blue here.
(381) [T] Make a drawing for your sentence showing it..
(382) [S] I understand because you can only, you could put…
(383) [S] Put 2 colors here, you could put 2 colors there.
(383) [S] You can keep on going.","You can keep doing 2 colors for each one, and that's…",384.0,"(385) [S] 2-4-6-8-10-12-14-16.
(386) [T] And so that's for towers of…
(387) [S] 4
(388) [S] My guess is 16, but…
(389) [S] We all ready got 16.
(390) [S] Why, why did she say in the beginning of the whole thing  that 12
(391) [S] This…",1,0
"(473) [T] Yes.
(474) [S] But I can write zero A to the fifth power.
(475) [T] Well yes, but that equals zero.
(475) [T] The previous formula is a partial answer.
(476) [S] Would it be wrong if it said...
(477) [S] Do we have to do these along the sides as well?
(478) [S] A squared... zero A squared.",Is that incorrect?,478,"(479) [T] Yes, yes.
(480) [T] It's not an answer.
(480) [T] It's only a partial answer.
(481) [S] (inaudible)
(482) [T] Correct.
(482) [T] Yes?
(483) [S] If it says, zero A squared, is that zero?",0,0
"(88) [S] You subtract 120 and you divide them into 65.
(89) [T] Very good.
(89) [T] You get 30 degrees.
(90) [T] So where do we come up with this one?
(90) [T] P V C. P V C.
(91) [T] That's the one they left blank in this first- first box.
(92) [T] You're on a roll, let's go.","Yeah, P V C has to be a right angle because it intercepts V C.",93,"(94) [T] Okay.
(94) [T] They say radius to that tangent we learned that-
(95) [S] Oh, yeah.
(96) [T] Back in the beginning, nine two or nine three.
(96) [T] It had to be nine two because we just went over nine three.
(97) [T] Nine two, that- the radius that intercepts that has that same tangent point... that's gonna be 90 degrees.
(98) [T] That wasn't the hard part.",1,0
"(61) [S] Okay, so it means it's like when they haven't reached one month yet, they're like a couple of days old, or they're like two weeks old.
(62) [T] Okay, so that's their height, you're saying, that that's their height before even a month old.
(62) [T] Maybe, they could be a couple of days maybe they could be newborns, maybe a couple of weeks.
(62) [T] When they are first born they are how tall?
(63) [S] Three inches.
(64) [T] Three inches.
(64) [T] Michael, what do you think about what Matt said?",I agree with him.,65,"(66) [S] Why?
(67) [S] Because my chart says the same thing and technically at zero months it's not that specific.
(67) [S] Two days to two weeks.
(68) [T] Now, how tall do you think a typical meerkat gets, question C?
(68) [T] Allie?
(69) [S] Hi.
(69) [S] Okay, so  I think it's 12 inches because first of all in this video, it says they get to 12 inches, and then second of all, they look 12 inches because they look like the size of a ruler.",0,1
"(292) [T] You have.
(292) [T] Children.
(292) [S] What?
(293) [T] Responsibility.
(293) [T] Poor Miss Tubble has been down here four times with stuff you all forgot at home.
(293) [T] So, what should you do now that you've matched them up?
(293) [T] You're going to choose one, go get a poster and start to making it.",It's three.,294,"(295) [S] Okay.
(295) [S] One, two, three, four, five.
(295) [S] So, 1/2 / 3/4.
(296) [S] 1/5.
(297) [S] No, it's the one.
(298) [S] No, this is the one.
(298) [S] These two go together.",0,0
"(nan) [S] What is it? 
(nan) [S] What is it?
(nan) [S] It’s four. 
(nan) [S] Look on the board.
(nan) [S] I ought to smack you.
(nan) [S] I’ll do the last one and when I get it, I’ll tell you.
(nan) [S] I’m gonna do seven.",I’m doing eight.,,"(nan) [S] I guess I have five and six.
(nan) [S] I’m gonna check three.
(nan) [S] I got a different number.
(nan) [T] Yeah, how much is that? 
(nan) [T] Is sixteen minus sixty?
(nan) [S] Forty-four.
(nan) [S] Forty-four.",0,1
"(417) [T] In the meantime today since Chiba, you are the main character, right?
(417) [T] You're cool, okay?
(417) [T] Huh?
(418) [S] Well.
(418) [S] Do the ones that are wrong because-
(419) [T] Do the ones that are wrong?
(420) [S] I don't mean that.",(inaudible),420,"(421) [T] Huh?
(422) [S] [Laughter]
(423) [T] No... well, okay?
(423) [T] That is okay?
(423) [T] The mistake is what's important.
(424) [S] Why?
(425) [T] Huh?",0,0
"(14) [T] Okay?
(14) [T] So just looking at this already is three fifths bigger...
(14) [T] I'm sorry, greater than, or lesser than one half?
(15) [S] Greater
(16) [T] Greater.
(16) [T] How do you know that?
(17) [S] Because if you really look at it closely, the dots, on the bottom where the fractions are, if you connect to them together, it's not a straight line.",It's like a diagonal line.,17.0,"(18) [T] Yeah.
(18) [T] If I want to take my marker even, if I were to line it up with the one half, it doesn't line up with the three fifths.
(18) [T] It's actually, the three fifth is closer to one, which tells me that three fifths is bigger than one half.
(18) [T] Okay.
(18) [T] But that's not what we're comparing.
(18) [T] We're comparing three fifth to three fourth.
(18) [T] Okay.",1,0
"(69) [S] Yeah, no
(70) [S] Give me two dark greens, no, three, make it three, um, blacks  that might do it.
(70) [S] Yeah, three blacks thirded this.
(71) [S] No, no, cuz blacks are bigger than dark greens.
(72) [S] Oh yeah, dark greens, get me three dark greens
(73) [S] No, dark greens don't work.
(74) [S] Those are two browns?",Oh yeah.,74,"(75) [S] Maybe.
(76) [S] Oh I know.
(76) [S] Oh, now I remember, it was a train of two  browns and a red.
(77) [S] Yeah, that's what I remember - don't take a red, no, not from  there!
(78) [S] Greg, can you spare some of the red?
(78) [S] Oh never mind.
(78) [S] I'll  just take it.",0,1
"(60) [S] Eight.
(61) [T] Eight.
(61) [T] Now because this fraction is a two-thirds, do you remember what I told you what numbers you should pick now?
(62) [S] Um, threes.
(63) [T] All right.
(63) [T] So maybe zero, three and six would be good numbers to try with this one, right?
(64) [T] That way you don't have to worry about fractions and mixed numbers.",Okay.,65,"(66) [T] Okay?
(66) [T] All right.
(67) [S] Mr. Ormsby, whoo-hoo.
(67) [S] Okay.
(67) [S] Mister, I forgot how to do these again.
(67) [S] Like how do you do X and Y?
(68) [T] Okay, so now wait a minute.",0,0
"(99) [S] I got the median.
(100) [T] You got the median and the mean?
(100) [T] Okay.
(101) [T] What was that?
(102) [T] I don't know how it works.
(103) [T] I wonder if I need to use this at all.
(103) [T] Yes, Salem.",Do we have to do Seth?,104,"(105) [T] We're going to do that in a second.
(105) [T] Let's look at Bob's surf times.
(105) [T] I noticed there's like half of us that we're not making a list, and it's something that I'm going to be really picky about because I think that people are way more successful in here when they make their list on the side and you can really see like the similarities and the differences between mean and median.
(105) [T] Median for this one- one, two, three, four, five- it should be in between two and three.
(105) [T] So everybody agree that's the middle?
(105) [T] In between two and three over here is the median, same spot.
(106) [T] Looking around, I don't know if I saw everybody with 2.5 for median.",0,0
"(423) [S] Here’s what I made.
(424) [S] Look it.
(424) [S] [to Meredith] You have any blues?
(425) [S] Yeah but she's not going to give them to you.
(426) [S] And the light green.
(426) [S] Easily your thirds can be used.
(427) [S] PerfeT2, I did it!","Hello Alan, I did it!",427,"(428) [S] You fourthed it too?
(429) [S] Yup!
(429) [S] One two three four
(430) [T] Can you third that?
(431) [S] I thirded it.
(431) [S] One two three and then plus nine other of those,  which would be one two three four five six seven eight nine.
(431) [S] So it's just like making a new rod.",0,0
"(106) [S] [makes noise]
(107) [S] No, ok.
(108) [T] If you don't have enough of the little rods, you can imagine  them, or what you could do, besides imagining them you  could take some of them off, once you put twenty-four we  believe you, right?
(108) [T] Here are some more of them.
(109) [S] Now let's see.
(109) [S] What fourths this?
(110) [S] We're trying to figure out.",It wasn't the purple but,110,"(111) [S] It can't be.
(111) [S] Oh, now I remember the combo.
(112) [S] What was it?
(112) [S] No way, no way, no!
(113) [S] It has to be.
(113) [S] The yellows did have some part in this.
(114) [T] Can I make a suggestion, gentlemen?",1,1
"(108) [S] Thirty-three.
(109) [T] Thirty-three.
(110) [T] Okay, Rebecca, we're a bit different from the 16 or the 18 that you originally said.
(111) [T] What I want you to do now- there are all the results, okay?
(111) [T] From our experiment, I want you to now draw up a frequency distribution table.
(111) [T] There are your scores.
(112) [T] Do your frequency.","Um, we got 43.",113,"(114) [T] Forty-three.
(114) [T] Thank you.
(115) [T] They are your scores.
(115) [T] Yes.
(116) [T] Come on, just get it done quickly.
(116) [T] Thanks.
(117) [T] Get the rest of your table completed.",0,1
"(526) [S] That one also.
(527) [T] Yes.
(527) [T] That one's okay- and then that one... why is it- what's this six X?
(527) [T] Where does it come from, this six X?
(527) [T] Well, what I don't understand you've (inaudible) got a solution in X there.
(528) [T] You haven't eliminated your X's?
(528) [T] You haven't eliminated your X's!","But no, but- if I eliminate that one, after that one has minus something-",529,"(530) [T] But it doesn't matter...
(530) [T] It's impossible to have minus.
(530) [T] After, we'll do minus something.
(531) [S] Is this correct?
(532) [T] No.
(533) [S] Why?
(534) [T] No.",0,0
"(23) [T] So no.
(23) [T] Okay, if you wanted to put it in a different place, that would be okay.
(23) [T] But we're going to talk more about that is just kind of a visualization of why we're not doing 600 times 2600 times four, because these numbers are on the same team.
(24) [S] Okay,
(25) [T] okay.
(25) [T] All right.
(25) [T] So here is place, oh Alexander go ahead.",could you make the body?,26,"(27) [T] Yep.
(27) [T] So I know that I'm done with my body.
(27) [T] Because guys, here we go.
(27) [T] You ready?
(27) [T] This is a great place for you to check your work.
(27) [T] Okay, now, this is a super easy way to check your work.
(27) [T] Do you want to see?",0,0
"(90) [T] It says work with a partner but I want to give you your own think time for a second.
(90) [T] You may use the drawings, fraction-circle pieces, I have fraction-circle pieces out if you would like to use those instead of drawings, or fraction number-line poster.
(90) [T] Half of three number one, half of three-fourths number two.
(90) [T] Okay, get to work.
(90) [T] Just a little bit of think time by yourself.
(90) [S] What do you do once you're done.
(91) [T] Did you draw a picture?","No, I don't like pictures.",92,"(93) [T] Well, do that.
(93) [T] I want to see what pictures are going on and who might be able to stand up the front.
(93) [T] Right now we have a fraction of a whole number and fraction of a fraction.
(93) [T] I want you to turn to your knee-to-knee partner and your job is to help each other come up with a great image for each of these problems, go.
(93) [T] Knee-to-knee.
(93) [T] I want to hear some great discussions.
(94) [T] Edwin and Dexter., you can make your pictures better.",0,0
"(77) [S] But, I did everything else.
(78) [T] What, this part here?
(79) [S] Yeah.
(80) [T] All right.
(81) [S] And I think I might have messed up.
(82) [T] Yeah, there's some letters here that shouldn't be.
(82) [T] So when we go over it, make sure you make the corrections.",All right.,83,"(84) [T] All right.
(85) [S] Thanks.
(86) [T] Diana?
(87) [T] A couple of extra letters in here.
(87) [T] Okay.
(87) [T] So, when we go over it, see if you can make the corrections, okay?
(87) [T] Good.",0,0
"(159) [T] I'll just show it to you.
(160) [T] Let's put some M equal at the beginning of this.
(160) [T] That's good.
(160) [T] You can go grab your homework.
(161) [S] I don't get the equation because I know it
(162) [S] 144 minus quantity of 12-- No, 144 - 12 times the number, times W. 144-
(163) [S] 144",I've erased that three times.,163,"(164) [S] -minus 12 x W because 12 x W is
(165) [T] What does the 144 mean?
(166) [S] No, I think you did it wrong.
(166) [S] You're supposed to go
(167) [T] As some people star to finish, come see me to get a signature.
(167) [T] Proportional has to with (0, 0).
(167) [T] Is there a constant multiplier between these?",0,0
"(60) [S] Ha!
(60) [S] Excuses!
(61) [S] Yes, excuses!
(61) [S] There are more of us who don't understand it!
(62) [S] This is it, I think.
(63) [S] No, I don't understand it.
(64) [T] Very well.",I (inaudible) understand it.,65,"(65) [S] Really.
(66) [T] Yes, all right.
(67) [S] (inaudible) add it up because I don't really understand it.
(68) [T] In a moment I will explain something about calculating variables.
(68) [T] Uh, several people are still on assignment three, four or five,
(69) [T] uh, while some haven't even reached one yet.
(70) [T] Um, at the end of this week, the whole chapter has to be finished.",0,1
