previous_context,student_utterance,turn,subsequent_context,Offering Math Help,Successful Uptake
"(184) [T] Gentlemen, could I get all four of you to join me at this middle table?
(184) [T] I'm sorry if I shu--
(185) [S] It's okay.
(186) [T] I thought going to have to shove it to models, that's how I move it.
(187) [T] Come sit over here.
(187) [T] Stop arguing and come over here.
(187) [T] This is where your problem [unintelligible 00:44:36].",we have 10 minus four and two-thirds equal to four.,187,"(188) [S] Because we minus .
(189) [T] What's 10 minus five?
(190) [S] .
(191) [S] That would be our answer.
(192) [S] .
(193) [T] Okay you have to do a whole step before you ever get to that point.
(194) [S] No I add to the four.",0,0
"(195) [S] Three on the top and nine on the bottom.
(196) [T] Three ninths.
(196) [T] Nicely done.
(196) [T] James, what's another one?
(197) [S] I actually figured out something.
(198) [T] Okay.
(199) [S] So really, you take the one third...","Since it's one third, you add one to the numerator.",199,"(199) [S] Since it's a third, you add three to the denominator.
(200) [T] Okay, adding does not work.
(200) [T] That works in that example, but it will not work overall.
(200) [T] That's why I said it's multiplication or division.
(201) [S] Yeah, but I realized if you want to go in order.
(202) [T] Yes.
(202) [T] Carrie.",1,0
"(15) [S] 
To put the 12 first, then 46, and then 120, and then 290.
(16) [T] Good.
(16) [T] So what did Victoria do?
(17) [S] Victoria basically put all the numbers from least to greatest, and put-
(19) [S] ... the biggest number on the end.
(19) [S] -
(20) [S] And she did ordering.",And she ordered the fraction.,20,"(20) [S] As soon as Victoria talked about that, I was like, ""Wait.
(20) [S] Oh, I remember.""
(21) [T] 
Yeah.
(21) [T] So she put that in order.
(21) [T] So you do things, and we do things in life in order.
(21) [T] So from first to last.
(21) [T] Or from least to greatest.",0,1
"(188) [S] 1/2 + 1/4 + 1/8 + 1/8.
(189) [T] Do you agree?
(189) [T] And if it was that, how do I find the common denominator because right now my denominators don't match, how could I make them match?
(189) [T] Let's list our multiples of two.
(189) [T] I'm waiting for you guys.
(190) [S] Two, four, six, eight, 10, 12.
(191) [T] Okay stop, let's list our multiples of four.","Four, eight, 12, 16.",192,"(193) [T] Stop, let's test our multiples of eight.
(194) [S] Eight, 16, 24.
(195) [T] Okay, look at my list.
(195) [T] What is the lowest number they have in common?
(196) [S] They all have eight.
(197) [T] We could make our denominators eight, change your fractions so that all of your denominators have eight.
(197) [T] There is a cool thing about our last two fractions, we don't have to change them.",1,0
"(30) [S] I don’t know.
(31) [T] You don't know?
(31) [T] Here's what I want you to do.
(31) [T] I want to look at these three answers because you all have three answers.
(31) [T] How would we write the blue ones?
(31) [T] What would it look like?
(31) [T] What is the blue one worth?",Two thirds.,32,"(33) [T] Is that a number sentence for what you have in the blues?
(33) [T] One third plus one third equals?
(34) [S] Two thirds.
(35) [T] Okay, so then for the next one I saw one sixth plus one sixth plus one sixth plus one sixth.
(35) [T] What does that give us?
(36) [S] Four sixth.
(37) [S] Four sixth.",0,0
"(1213) [S] Zero, what are you talking about?
(1214) [S] Wherever you're looking for.
(1215) [S] What are you talking about, 0 to the n?
(1216) [S] 0 minus n? 
(1217) [S] That would be negative.
(1218) [S] No, not minus, like that's to whatever n is. n over 0, n over 1.
(1219) [S] 1","Not divided by like n, 1, n, uh, 2, n, 3.",1220.0,"(1221) [S] That was.
(1222) [S] All the way until n could be over n. 
(1223) [S] You know what I'm saying?
(1224) [S] Yeah.
(1225) [S] Not, not divided by. 
(nan) [S] I was using bad, uh, bad looking things there.
(1226) [S] Each of those would be a number.",1,1
"(668) [T] Yes.
(668) [T] The answer is not just one.
(669) [S] Oh.
(669) [S] That's right, huh?
(669) [S] Oh.
(669) [S] That's right, huh?
(669) [S] Oh.",I got it.,670,"(671) [S] (inaudible)
(672) [S] It's fine with this, right?
(673) [S] Huh?
(673) [S] It's wrong.
(674) [S] Huh?
(675) [S] Now.
(675) [S] The ones I haven't got yet teacher (inaudible).",0,1
"(1) [T] What I'd like you to do is go back to number one and share  with me some of the things you did this morning.
(1) [T] Stephanie  would you be kind enough to read the problem and tell me  what you did in your group and how you arrived at that  answer.
(1) [T] And be sure to speak loudly so that we can hear you  and the camera will be on you while you're doing that.
(2) [S] David had eight I mean fourteen little logs.
(2) [S] Paul had five  little logs.
(2) [S] how many more little logs does David have than  Paul.
(3) [T] What did you find was your answer?",Nine.,4,"(5) [T] Nine, how did we figure that out.
(5) [T] How did you go about  solving that problem?
(5) [T] Do you remember?
(6) [S] Oh I know,
(7) [T] ok
(8) [S] Five and four is nine.
(9) [T] That's how you went about solving?",0,0
"(37) [S] Huh?
(38) [T] [to James] When X equals twenty-five, what is Y equal?
(39) [S] Eighty.
(40) [T] Eighty, so Ariel got seventy-five and you got eighty [to James].
(40) [T] So what  do you guys think?
(41) [S] [looking at his work] Oh, wait a minute.
(41) [S] It is seventy-six.","If you follow  my rule, [pointing to what he has written on paper] twenty-five times …  oh, wait a minute [putting his forefingers on his temples] so I must have  messed up somewhere because twenty-five times three is seventy-five  plus one is seventy-six like I got up here [looks at T].",41,"(42) [T] [to James] What do you think James?
(43) [S] [looking at his work in the paper] I got eighty.
(43) [S] I don't see how he got it?
(43) [S] Well, I'm going to go by my rule.
(43) [S] [mumbles something to T]
(44) [S] Just do the rule on the number.
(44) [S] Twenty-five times three plus one … but,  wait a minute.",1,1
"(37) [S] Is it four ninths?
(38) [T] Yes.
(38) [T] I don't know.
(38) [T] Who's got ?
(38) [T] I guess we're .
(38) [T] It's okay.
(38) [T] Is this your pencil?",Whose pencil is this?,39,"(39) [S] I found it in my desk.
(40) [T] Oh, I didn't give you .
(40) [T] I thought I did.
(40) [T] I'm sorry
(41) [S] , is this your pencil?
(41) [S] .
(41) [S] No.",0,0
"(513) [T] For example, four, one became... grew to... so the only thing I would add here was I would change this, ""to,"" to, ""grew to,"" or, ""became.""
(513) [T] Okay?
(513) [T] That's it.
(513) [T] Good job.
(513) [T] Here's your pencil.
(514) [T] Ronnie!
(514) [T] Ronnie.",Did you say wider and taller?,515,"(516) [T] Wider and taller.
(517) [S] I said, ""I think-
(518) [T] Wider and taller.
(518) [T] Perfect.
(518) [T] So you're good, buddy.
(519) [T] Do you need a charger?
(519) [T] Let me see your Chromebook real quick.",0,0
"(252) [S] I don't even know how to do this.
(253) [S] I don't get it.
(254) [T] What about your partner here?
(254) [T] She's doing an excellent job here.
(255) [S] Oh.
(256) [T] What, are you shy or something?
(257) [S] No, I just asked this guy and he said-",I'm trying to do it too.,258,"(258) [S] I'm trying to figure this one out.
(259) [S] Yeah, how do you do this?
(260) [T] Okay, let me go to this other group, guys.
(260) [T] Brandon.
(260) [T] Brandon.
(260) [T] Do me a favor, all right?
(261) [T] I'll give you a choice, all right?",0,0
"(123) [S] Here we go again.
(124) [S] Let's just start with thirty.
(125) [S] Yeah, let's eliminate two of the tens.
(126) [S] Ok, what would be the fourths?
(127) [S] Fourths of that
(128) [S] Brown could be in here somewhere
(129) [S] Nope, nnnnope",Blues,130,"(131) [S] Nope.
(131) [S] Too big.
(131) [S] Eeew!
(131) [S] Erik, wipe those rods off immediately.
(131) [S] Erik,  you're thinking.
(131) [S] Hold it...    Erik Blacks   Alan Blacks blacks blacks blacks, right right right, go go go go go.
(131) [S] Yup,  told you.",1,1
"(146) [T] You had all your work, we could easily find that, and I love that you guys were following along, and you knew what it was, that was awesome.
(146) [T] Then, we could take 2x24, or 3x16 to get what?
(147) [T] Oh, and then sorry.
(147) [T] Greatest common factor, over here, you could say, what would that be?
(147) [T] It would be eight.
(148) [S] My question was, even though I already had eight on it, and
(149) [T] I bet the other one that went to eight when you had a mistake in it.",Okay.,150,"(151) [T] Check that out.
(151) [T] Paige, the last question.
(151) [T] Oh, sorry, Maddy had her hand up earlier too.
(151) [T] What was yours?
(152) [S] She can go.
(153) [T] Okay.
(154) [S] Why does he",0,0
"(257) [T] Person in front of you, right in front of you.
(257) [T] There you go.
(257) [T] Addie, Roge and then you are going to take, when Shawn walks back through the door, he's going to be with you.
(257) [T] So, I have groups of two and one threesome.
(257) [T] What are we doing Rebecca?
(257) [T] Explain.
(257) [T] What's the first thing we're going to do?",Cut those out?,258,"(259) [T] Cut those out.
(259) [T] Then, what are we going to do?
(260) [S] We're going to match them on those and then we're going to make posters.
(261) [T] Excellent job, Rebecca.
(261) [T] You and Frankie may get started.
(261) [T] Okay, go ahead.
(261) [T] One person from each group come see me, and let's get started on this.",0,0
"(190) [T] I'll try real hard, but I’ll try to imagine
(191) [S] Suppose there are twelfths under that.
(192) [T] I can imagine that.
(193) [S] And you took out two of those purples and three light greens
(194) [T] I could imagine
(195) [S] It would take one of those twelfths to fill in the gap between  the, between the um um
(196) [S] See?",Two thirds and three fourths,197,"(198) [T] I see that.
(199) [S] And we came to up here
(200) [S] So Three fourths is bigger than two thirds by one twelfth   Fig 5 Erik: And what we came to up here, two thirds and three fourths, it  would be bigger by one twelfth or-
(201) [S] Two twenty-fourths.
(202) [S] Because two of 'em equal up to a red like the orange and the
(203) [T] Why is it a red here and why is it a white here?
(204) [S] Well",0,1
"(88) [S] You subtract 120 and you divide them into 65.
(89) [T] Very good.
(89) [T] You get 30 degrees.
(90) [T] So where do we come up with this one?
(90) [T] P V C. P V C.
(91) [T] That's the one they left blank in this first- first box.
(92) [T] You're on a roll, let's go.","Yeah, P V C has to be a right angle because it intercepts V C.",93,"(94) [T] Okay.
(94) [T] They say radius to that tangent we learned that-
(95) [S] Oh, yeah.
(96) [T] Back in the beginning, nine two or nine three.
(96) [T] It had to be nine two because we just went over nine three.
(97) [T] Nine two, that- the radius that intercepts that has that same tangent point... that's gonna be 90 degrees.
(98) [T] That wasn't the hard part.",1,0
"(120) [S] No.
(120) [T] *Maybe Meredith is having difficulty because now  she has to divide by a number that is not a whole  number* 
(nan) [S] Yes.
(120) [S] So  you can only cut it in half so *inaudible* 
(120) [S] 36!
(120) [S] No, wait.
(120) [S] I could do these.",8 times 2 is 16.,120.0,"(120) [S] … 76 and  twelve…  So 76+12 is 88.
(120) [S] What are you doing?
(120) [S] We are making 12 meters… 
(nan) [T] *To Brian* Let's go back.
(120) [T] You said that if they are half  meters, you can make 24 of them, right?
(120) [T] But if they are  1/3 meter you can only make 3 of them?
(120) [T] Does that  make sense?",1,0
"(52) [T] So 10 is no different than 10 to the power of one, is it?
(52) [T] Okay.
(52) [T] Now, look at that one.
(52) [T] What's my answer going to be?
(52) [T] What?
(53) [S] 2000
(54) [T] 20,000?",2000,55,"(56) [T] 2,000?
(56) [T] Why 2,000?
(56) [T] Because I have two zeros though, why is it not just 200, Landon?
(57) [S] Yeah,
(58) [T] You are right Landon.
(58) [T] It's 2,000, but I want to know why it's 2,000, and not 200, when I only have two zeros.
(59) [S] How it's 2,000 is because if you do five times four, it is already 20.",0,1
"(178) [T] Make sure your user name's in there.
(179) [S] Yes and then
(180) [T] Scroll up.
(181) [S] only, do I have to make a copy?
(182) [T] That means you didn't open up your own in Google Classroom.
(183) [S] You did.
(184) [S] I did not do that.",the rules.,184,"(185) [T] Go to  Then it should say--
(186) [S] Classified.
(187) [T] Learn why.
(187) [T] You need to go-- Check green there really quick.
(187) [T] Yes, right there.
(188) [S] Wait, Mr. G, are we supposed to know
(189) [S] It's 0 - 18 then it would be -18.",0,0
"(33) [T] What do you think?
(34) [S] Yep.
(35) [S] Yep.
(36) [S] Mmm-hmm.
(37) [S] Mmm-hmm.
(37) [S] Cause two of these would make (inaudible).
(38) [T] Discuss it with your partner.","Yeah, I think so.",39,"(40) [S] Umm, cause if you did it like this…  [Andrew has the dark green rod on the table and is putting three  red rods; Erik points to the red rod in his staircase]
(41) [T] Someone told me…Jackie.
(42) [S] Yeah.
(43) [T] Jackie thinks so.
(43) [T] How many of you agree with  Jackie?
(43) [T] [Most of the students raise their hands.]
(43) [T] What would you do to convince me?",0,1
"(nan) [T] Chase you want to show us or tell us?
(nan) [S] I agree with Logan.
(nan) [S] So I did 14 divided by three which equals four remainder two, and which I also know equals 4 and 2/3.
(nan) [T] Okay, awesome.
(nan) [T] Colin.
(nan) [S] Can I draw something?
(nan) [T] Yes, please.",I did something kind of like Logan's.,,"(nan) [S] I drew 14.
(nan) [T] Yeah.
(nan) [T] a third of 14.
(nan) [S] Fourteen.
(nan) [S] And then I grouped them in fours.
(nan) [T] Threes?
(nan) [T] Because they're dividing by three.",0,1
"(191) [S] Alright, I don't get it.
(192) [S] You still don't get it.
(192) [S] Ok, I'll put it in a lot more words.
(193) [S] Cuz I'm not sure about something!
(193) [S] [takes Alan's paper] I  think we're supposed to try make a rule for that.
(194) [S] Not that one, it was wrong.
(195) [S] Ok.  I’m confused.","Ok, you added twenty-seven, before you multiply you take  off the seven and then you get twenty.",196,"(196) [S] And then you have  twenty times three and that equals sixty.
(196) [S] So then you go to  step two.
(196) [S] You don't have the two there anymore so you have  the seven.
(196) [S] You do seven times three and that equals twenty- one so you add your two answers and you get eighty one.
(197) [S] Got it.
(198) [S] Good.
(198) [S] So,",1,1
"(70) [T] I can't really hear you.
(71) [T] There's nice squares.
(71) [T] So there's nice squares.
(71) [T] What do you mean there's nine squares?
(71) [T] Miles?
(72) [S] There's nine squares in that picture which means there are nine squares total.
(72) [S] One, two, three, four, five, six, seven, eight, nine.",Then four of those squares are filled in.,72,"(72) [S] Which means that there are four
(73) [T] Yep.
(73) [T] So this square, let's say this is our brownie pan.
(73) [T] This is our whole unit brownie pan.
(73) [T] We have one unit, one brownie pan.
(73) [T] We have nine total squares of brownies.
(73) [T] Nine, our denominator nine.",1,1
"(308) [S] Fourths of that
(309) [S] Brown could be in here somewhere
(310) [S] Nope, nnnnope
(311) [S] Blues
(312) [S] Nope.
(312) [S] Too big.
(312) [S] Eeew!","Erik, wipe those rods off immediately.",312,"(312) [S] Erik, you're thinking.
(312) [S] Hold it...
(313) [S] Blacks   Alan Blacks blacks blacks blacks, right right right, go go go go go.
(313) [S] Yup, told you.
(313) [S] They're one short.
(313) [S] Oh
(314) [S] Four long?",0,0
"(40) [T] So how is that a true thing?
(41) [S] Do you want me to answer?
(42) [T] Yeah, go ahead.
(42) [T] I'm going to have Jericho take this one.
(42) [T] How do we know that that's true, Jericho?
(43) [T] Do you want to take that one on?
(43) [S] Sure.","So if you divide them both by two, it equals three and one.",43,"(43) [S] So that would be three for every one.
(44) [T] Okay, so we have our whole group but then we can think of this as a diagram.
(44) [T] If we divide that into two groups, we can have two equal groups.
(44) [T] Good job simplifying, Lawrence, that was awesome.
(44) [T] Yes, Adeline?
(45) [S] Can I ask a question about it?
(46) [T] Absolutely.",1,0
"(193) [T] So I would need to do 12 times 48.
(193) [T] I could also do 48, plus 48, plus 48, plus 48, plus 48, but I really want to take a break soon, so I'm going to multiple instead because that's going to go a lot faster for me.
(193) [T] So if I break it out, I have 10 and two, 40 and eight.
(193) [T] That's two by two, so I'm going to four combinations.
(193) [T] You following me?
(194) [S] Yeah.
(195) [T] All right.",Yeah.,196,"(197) [T] When you get an answer for this I want you to put into the chat.
(197) [T] What si 12 times 48?
(197) [T] How many eggs is she eating in a year?
(198) [S] 
Do we type our answers in the gap?
(199) [T] 
Yeah.
(199) [T] Oh, wait you guys.
(199) [T] I just went back.",0,0
"(65) [T] Um, McKenna, what do you think?
(65) [T] How many times does two-thirds fit into one whole?
(66) [S] Um.
(66) [S] Twice.
(67) [T] Okay.
(67) [T] Let's do one more proposal up here.
(67) [T] So, Remy, what do you think?","
I guess this probably isn't right but maybe one and a half?",68,"(69) [T] Okay.
(69) [T] All right.
(69) [T] We have three different answers.
(69) [T] Remy, can you explain where you got one and a half from?
(70) [S] 
Since two-thirds is being treated as like... well it's not being treated as a whole, but...
(70) [S] I don't really know how to explain this but like two-thirds is this other number that is being multiplied or added.
(71) [T] Yeah, it's the size of our group.",0,0
"(68) [S] Yes.
(69) [T] To do those problems?
(69) [T] What is the red one?
(70) [T] How many?
(70) [T] How many tenths?
(70) [T] Two, three, four, five.
(70) [T] You did too many, right?",This is not shaded.,71,"(72) [T] Oh, well how would I know that?
(72) [T] All right.
(72) [T] I would like-- Would somebody like to share the first problem, their grid for the first problem?
(72) [T] Clay, thank you for being brave.
(72) [T] That is awesome.
(72) [T] Will you bring yours up here please?
(72) [T] Okay.",1,0
"(85) [T] We could say 15 divided by 5 equals 3.
(85) [T] Here's the thing with division.
(85) [T] Like subtraction, the number that we're breaking into pieces has to be our first number.
(86) [S] Yes.
(87) [T] Okay?
(87) [T] It's not like addition and multiplication, where you can .
(87) [T] Makes sense?",Yes.,88,"(89) [T] Okay.
(89) [T] 15 divided by 3 is 5, 15 divided by 5 is-
(90) [S] Is three.
(91) [T] -3
(91) [T] Could we say that-
(92) [S] Yes.
(93) [T] -3 times 5 is 15?",0,0
"(182) [S] We built a bookshelf that was 6 feet tall and 1/2 yard wide, and list what is the area of that bookshelf?
(182) [S] Multiplication of that, you do 6 x 1/2.
(183) [T] They said 6 x 1/2.
(184) [S] Or 1/2 yard.
(185) [T] What do you think about that?
(186) [T] Are you guys thinking about that?
(186) [T] It seems like you'd have some questions.","That if you're multiplying it by 1/2 yard, technically it would be 1 1/2 feet, not just a 1/2 foot.",186,"(187) [S] Yes but it's in 1/2 yard.
(187) [S] They said 1/2 of them you carry and then put it in the yard
(188) [T] By six what?
(189) [S] By six
(190) [T] The question is, can you multiply fractions of a yard by feet and come up with something that is meaningful?
(190) [T] Michael, what do you think?
(191) [S] To multiply them you have to convert them to inches first because they need to have the same unit.",1,1
"(176) [T] You join a group,
(177) [T] No, no, join a group.
(177) [T] any group you want.
(177) [T] You started, but  really would like  working with them.
(177) [T] I'm sorry,
(178) [S] the twelfths, then
(179) [S]  Yeah, saw that group B had three?",Yes.,180,"(181) [S] made
(182) [S] took four-twelfths
(183) [S] 10 times the
(184) [S] Okay, I think that
(185) [S] Yeah.
(186) [S] Yeah.
(187) [S] Okay, cool.",0,1
"(28) [T] Now we're just going to write the algorithm for one more.
(28) [T] We're going to say total number of hours, 192, divided by how many people there are, 12, and your mean is 16.
(28) [T] We're going to keep working on mean.
(28) [T] The biggest thing from this homework was that you feel comfortable using an order value bar chart and the biggest thing for today is that I really want us to start to figure out like how do we, if we just have a data set, how do we find all of these things, and feel comfortable using graphs like this, lists, and the line of thoughts.
(28) [T] Okay?
(28) [T] Finn?
(29) [S] Do we have any upcoming tests?",Because I noticed that the graph factors and multiply  is next unit and we had just finished this note factor and so and so and--,29,"(30) [T] The note catcher is kind of out of order.
(30) [T] We jump around a different section, but there is going to be a quiz on Wednesday, on the stuff that we've been talking about.
(30) [T] So quiz on Wednesday.
(30) [T] Thank you for reminding me.
(31) [T] All right.
(31) [T] That's that about the homework, thank you for doing a really good job of checking with your table partners today.
(31) [T] Close that computer.",0,0
"(284) [T] Patrick?
(285) [S] Uh, never mind.
(286) [T] Kendra?
(287) [S] Like, when you're taking a test or something and the teacher is like, you got a 20 out of like, 40.
(288) [T] Good.
(288) [T] Good Kendra.
(288) [T] Alex?",Your pizza is two-fifty.,289,"(290) [T] Okay.
(290) [T] Is that how much they cost here?
(291) [S] Yeah.
(292) [S] Yep.
(292) [S] They rip you off.
(293) [T] Tim?
(294) [S] Like my shoe size is like 12 and (inaudible) are (inaudible).",0,0
"(19) [T] Nothing else changes.
(19) [T] Five text messages, it's three cents times five.
(19) [T] Just the total cost would be the texts times three cents.
(19) [T] It's a really straight, linear relationship, goes up three cents every text.
(19) [T] Now, Verizon was a little trickier [chuckles] because, all of a sudden here, Reese, we have what's called an upfront cost.
(19) [T] All right?
(19) [T] If I send one text message with AT&T, how much does it cost?",No dollars.,19,"(19) [S] Three cents.
(20) [T] Three cents, but if I send one text message with Verizon, how much does it cost?
(21) [S] Twenty dollars and one cent.
(22) [T] Yes.
(22) [T] That's a really expensive one text message.
(22) [T] If I have to pay an upfront cost of $20, that means if I send zero texts, I'm still paying them $20 just to be in the program.
(22) [T] So, it looks cheaper.",0,0
"(286) [T] Oh, you're right.
(286) [T] What is 12 plus one?
(287) [S] 13
(288) [T] There we go.
(289) [S] I knew it.
(290) [T] There we go.
(291) [S] I got.",I got it.,292,"(293) [S] Wait, I don't think we should just to and this is a lot more number seven?
(294) [T] We are not there yet, but you know what, when we're going to do that.
(294) [T] We're going to do it on Monday, so don't worry.
(294) [T] All right, we will actually start with number seven on Monday.
(294) [T] I would like for you to turn to your two by two partner.
(294) [T] Oh, hold on, girls take a seat.
(294) [T] I'm still teaching some more.",0,0
"(238) [T] Histograms are hard to see sometimes so watch.
(238) [T] Watch how easy it is.
(238) [T] This kid who had $8 in their pocket, where should they go?
(238) [T] Should they go here or here?
(238) [T] They're in this category.
(238) [T] How many people does that person represent?
(238) [T] How many should it go up to on this side?",One.,239,"(240) [T] Yes, so I'm going to make a bar that goes up to one and I'm just going to stack that.
(240) [T] This kid who had $10 on him, should he go in the 0-10 bar or in the 10-20 bar?
(241) [S] Ten to twenty
(242) [T] Yes.
(242) [T] What did we say right back here?
(242) [T] Numbers that are on the edge, what?
(243) [S] Fall to the right.",0,0
"(nan) [S] Oh, come on.
(nan) [S] Just write the code?
(nan) [T] Yeah.
(nan) [T]  Put your names on it too so we know who did it. 
(nan) [T] Thank you very much.
(nan) [S] When you minus this one from this one you get the multiplying number.
(nan) [T] Yeah, why don’t you say that to the camera?",I already did ,,"(nan) [T] No. 
(nan) [T] It doesn’t work for all of them.
(nan) [S] Could we tell everybody the code?
(nan) [T] You want to.
(nan) [T] OK, let me say the people with the secret would like to publish it now, when scientists really discovered something they do what they call publishing, they send it to a journal and it gets printed and everybody reads it. 
(nan) [S] You have the box time that plus one is the triangle.
(nan) [S] Someone pick a number that will go like here.",0,0
"(13) [T] Jessica thinks it is.
(13) [T] And how would you convince me, Jessica?
(14) [S] Because you could, if you have, you have three of these you could  put it up to the blue, and it’s one whole.
(15) [T] So if I call the blue rod one, what number name would I give to light  green, everybody?
(16) [S] One third.
(17) [T] I would give it the number name one third.
(17) [T] Now notice, if I called  the dark green rod one what number name would I give to the red?",One third.,18,"(19) [T] So are the number names always the same?
(20) [S] [Tentatively] No
(21) [T] Are the color names always the same?
(22) [T] No.
(23) [T] Does this have another name other than blue?
(23) [T] Am I ever going to  call this something else other than blue?
(24) [S] No, oh yeah.",0,0
"(nan) [T] You  can write, you can draw, whatever. 
(nan) [T] Explain that to me but  whatever you do on here, I want you and your partner to  decide what you’re gunna put on the large paper.
(nan) [T] Remember  when we did this last year? Okay so you’re going to decide  what your group answer is, and how you did it and put it on  a large paper for me.
(nan) [S] I guess we’re gunna use these (holding up marker)
(nan) [T] You can use the markers if you want, just be careful
(nan) [S] I’ll use the light blue marker, and then if I draw a picture ill  use the dark one.
(nan) [S] Yeah, I’m gunna use them both","The little one doesn’t write that big, so I’ll have more room.  ",,"(nan) [S] Wait Stephen. 
(nan) [S] Stephan has  a white shirt, a blue shirt, and a yellow shirt. 
(nan) [S] Want me to  read it out loud?
(nan) [S] No I’ll do it.
(nan) [S] He has a pair of blue jeans and a pair of white jeans
(nan) [S] How many different outfits can he make?
(nan) [S] Well why don’t we draw a picture?",0,1
"(1) [T] Keith, what did you do?
(2) [S] What I did is since 1/10 isn't the same denominator as a hundred, I can multiply by 10.
(3) [T] Okay.
(3) [T] You multiplied it by 10 because--?
(3) [T] Say that again.
(4) [S] Because 10 isn't the same denominator as a hundred, so I had to make that all the same thing in order to .
(5) [T] Did you pick up what he's saying?",Yes.,6,"(7) [T] This wasn't a hundred so he had to make it one hundred, multiply the 10.
(7) [T] Now, we have 100 and for our numerator we have-- for our numerator, we have?
(7) [T] Now what?
(7) [T] Hailey?
(8) [S] Now, you use .
(8) [S] The denominators has to be the same so you just put a hundred as the denominator then you add 10 + 25 and 0 + 5 = 5, 1 + 2 = 3.
(8) [S] So, 35.",0,1
"(nan) [T] So he.
(nan) [T] So you were counting up?
(nan) [T] So he drew 13.
(nan) [T] And then you probably wanted to somehow count these up into equal groups, the 12 of them.
(nan) [T] And then the 13th one he made a third out of.
(nan) [T] Awesome.
(nan) [T] Cooper?","So what I did was I kind of did like counting them, sort of.",,"(nan) [T] Uh huh.
(nan) [T] So he did tally marks and you made this.
(nan) [T] Did you make the circles first?
(nan) [T] Or did you just count?
(nan) [S] I made the lines first and I circled each four so then I had four fifteen and thirteen.
(nan) [S] And then the remainder of one which I recorded as a fraction.
(nan) [T] Awesome.",0,0
"(300) [S] You got to be kidding me.
(301) [S] If you draw the parallel lines and why it becomes like this why-
(302) [T] Well you see.
(303) [S] Yes.
(304) [T] This is okay?
(304) [T] You look at it like this and then you think about it.
(304) [T] You look at it like this.",For now please explain it one more time.,305,"(306) [T] If you do that, this will become the same, like last time.
(307) [S] Oh.
(307) [S] That's right, huh?
(308) [T] Do you get it?
(309) [S] Yes.
(310) [T] If you look at it this way... you have to change the way you're thinking.
(310) [T] And if you look at it like this, and if it's a triangle with parallel lines drawn then...",0,0
"(nan) [S] Best of five.
(nan) [S] Aw.
(nan) [S] One o’clock. 
(nan) [S] We’re here for an hour already.
(nan) [S] I didn’t realize that.
(nan) [S] I thought we were here only for, like, fifteen minutes.
(nan) [S] Weird.",I’m weird?,,"(nan) [S] No, it’s weird. 
(nan) [S] What time are we leaving?
(nan) [S] I don’t know.
(nan) [S] When they want us to go.
(nan) [S] Hopefully it’s like two‐twenty‐two. 
(nan) [S] Aw, we have‐
(nan) [S] Then you’ll have three minutes of homeroom.",0,1
"(123) [S] [Figure O-53-09] This entire thing is twelve  meters.
(123) [S] The long line is the divider of each meter  [inaudible] The brackets are dividing the thirds up so  there are two thirds, there are two thirds, there are two  thirds, there are two thirds, and if you count up how  many two thirds there are, you'll eventually get down  to eighteen, and that's how many bows you can make  of two thirds out of twelve meters.
(125) [T] Questions?
(126) [S] Well, me and James did uh the same  thing that did the twelve and we got eighteen too.
(127) [T] You did it the same way.
(127) [T] Any other questions,  comments?
(128) [S] How are we going to be able to write what  they did?","I mean, if we write that cause we're going to  have to diagram it, there's no way we're going to be  able to write it.",128.0,"(130) [S] Should I explain it again.
(131) [S] No, I know what you mean, but we'd have to  diagram it to write it, we couldn't write it in words, we'd  have to diagram it.
(132) [T] Ok, now first of all, I heard somebody say  they'd like to hear a second explanation.
(132) [T] How many of  you would like another explanation?
(132) [T] Ok, now in your  explanation, my suggestion is, go through each part,  be sure people understand each part, Kimberly, and  don't move onto the next part until each little part they  understand.
(132) [T] Fair enough?
(132) [T] Ok, so one more time  please?",1,1
"(nan) [S] Well the fiTeachert one was kind of - we knew that someone – you know, there’s two, two people
(nan) [S] In order to win in four games, then one team had to win either all four games or the other team had to win all four games.
(nan) [S] So out of all the possibilities 
(nan) [T] Okay, that's a good place to start. 
(nan) [T] What exactly - what exactly did you find there? 
(nan) [S] That it was – the chance of that happening was one-eighth.
(nan) [T] And could you explain how you got that?","One half, one half, one half, one half ",,"(nan) [S] Because
(nan) [S] Equals one-sixteenth.  
(nan) [S] And there are two possibilities of 
(nan) [S] Yeah.  
(nan) [S] We did that. 
(nan) [S] And there's four games.
(nan) [T] Okay.  ",1,1
"(8) [S] So, if Grandpa had six and you take away three, it would  equal
(9) [S] Three!
(10) [S] Three.
(10) [S] That means six.
(10) [S] It’s six.
(12) [S] Six.
(12) [S] So that means three plus three equals six.",I don’t do it that way.,13,"(13) [S] Okay we have… it’s the last page.
(13) [S] We’re on our last page.
(14) [S] Eric washed 5 dishes.
(14) [S] Eric washed 3 more dishes than…
(15) [S] Cathy.
(16) [S] Cathy?
(17) [S] Catherine.",0,1
"(272) [T] Okay.
(272) [T] Those were just examples to look at to find a pattern.
(273) [T] Cause if you look at the first problem, we had A square times A to the fourth and we got A to the-
(274) [S] Sixth.
(275) [T] Sixth.
(275) [T] And two plus four is-
(276) [S] Six.",Six.,277,"(278) [T] Okay.
(278) [T] Then we had A squared times A.
(278) [T] And what's the exponent on A?
(279) [S] One.
(280) [S] One.
(281) [T] So two plus one is-
(282) [S] Three.",0,0
